centro_titularidad,centro_codigo,centro_nombre,centro_tipo_codigo,centro_tipo_desc_abreviada,centro_tipo_descripcion,centro_titular,contacto_email1,contacto_fax,contacto_telefono1,contacto_telefono2,contacto_telefono3,contacto_telefono4,contacto_web,dat_codigo,dat_nombre,direccion_codigo_postal,direccion_coor_x,direccion_coor_y,direccion_numero,direccion_via_nombre,direccion_via_tipo,distrito_codigo,distrito_nombre,municipio_codigo,municipio_nombre,promedio_x,promedio_y,distancia
PÚBLICO,28050100,TORREJON DE LA CALZADA (ESC. MUN. MUSICA),185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.torrejondelacalzada@educa.madrid.org,918169077,918160352,"","","",http://www.educa.madrid.org/em.torrejondelacalzada,2,Madrid-Sur,28991,432246,4450136,"",Veintisiete de Octubre,CALLE,"","",149,Torrejón de la Calzada,440157.3842874543,4474481.943970768,25599.12086716149
PÚBLICO,28050112,TORRELAGUNA,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.torrelaguna@educa.madrid.org,918430077,918431631,"","","",http://www.educa.madrid.org/em.torrelaguna,1,Madrid-Norte,28180,454401,4519640,2,Doctor Manuel Hidalgo Huertas,CALLE,"","",151,Torrelaguna,440157.3842874543,4474481.943970768,47351.14162199212
PÚBLICO,28050124,TORREMOCHA DE JARAMA,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.torremocha@educa.madrid.org,918431104,918430019,"","","",http://www.educa.madrid.org/em.torremocha,1,Madrid-Norte,28189,458090,4520678,18,del Canal de Isabel II,CALLE,"","",153,Torremocha de Jarama,440157.3842874543,4474481.943970768,49554.55881096918
PÚBLICO,28050136,TORRES DE LA ALAMEDA (ESC. MUN. MUSICA),185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.torres@educa.madrid.org,918868313,918868250,"","","",http://www.educa.madrid.org/em.torres,3,Madrid-Este,28813,469443,4472733,8,de las Escuelas,CALLE,"","",154,Torres de la Alameda,440157.3842874543,4474481.943970768,29337.792907371004
PÚBLICO,28050148,VELILLA,187,E MUN. MUS-DANZA,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,AYUNTAMIENTO,emd.velilla@educa.madrid.org,916608062,916553313,"","","",http://www.educa.madrid.org/emd.velilla,3,Madrid-Este,28891,458645,4469246,70,de Paz Camacho,CALLE,"","",167,Velilla de San Antonio,440157.3842874543,4474481.943970768,19214.76109660971
PÚBLICO,28050151,VILLA DEL PRADO,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.villadelprado@educa.madrid.org,918621095,918620002,"","","",http://www.educa.madrid.org/em.villadelprado,2,Madrid-Sur,28630,389185,4458881,1,de Francisco Cales Otero,PLAZA,"","",171,Villa del Prado,440157.3842874543,4474481.943970768,53306.41061567505
PÚBLICO,28050161,VILLANUEVA DE LA CAÑADA,187,E MUN. MUS-DANZA,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,AYUNTAMIENTO,emd.villanuevadelacanada@educa.madrid.org,918156646,918117001,"","","",http://www.educa.madrid.org/emd.villanuevadelacanada,4,Madrid-Oeste,28691,415093,4478136,10,Olivar,CALLE,"","",176,Villanueva de la Cañada,440157.3842874543,4474481.943970768,25329.340401478174
PRIVADO CONCERTADO,28050173,LAGOMAR,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","LAGOMAR, SDAD. COOP. MADRILEÑA",cc.lagomar.valdemoro@educa.madrid.org,918085724,918083643,"","","",http://www.educa.madrid.org/cc.lagomar.valdemoro,2,Madrid-Sur,28341,441734,4447691,5,MAR ADRIÁTICO,AVDA,"","",161,Valdemoro,440264.7489361702,4474293.580851064,26643.123064422558
PÚBLICO,28050185,QUIJORNA,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.quijorna@educa.madrid.org,918168095,918168095,"","","",http://www.educa.madrid.org/cn.quijorna,4,Madrid-Oeste,28693,410314,4475598,7,Navalcarnero,CALLE,"","",119,Quijorna,440157.3842874543,4474481.943970768,29864.245625648407
PRIVADO,28050203,SOTO MESA,138,CAU PROF MUS,CENTRO AUTORIZADO PROFESIONAL DE MÚSICA,"SOTO MESA, S.L.",secretaria@sotomesa.com,914470411,915934855,"","","","",5,Madrid-Capital,28015,440030,4475592,1,de Santa Cruz de Marcenado,CALLE,01,Centro,079,Madrid,439602.9362934363,4476838.754826255,1317.8698745530382
PRIVADO,28050215,ALDEAFUENTE,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","FOMENTO DE CENTROS DE ENSEÑANZA, S.A.",mmartinho@fomento.edu,916250290,916250270,"","","","",1,Madrid-Norte,28109,446750,4486728,87,del Camino Ancho,CALLE,"","",006,Alcobendas,439602.9362934363,4476838.754826255,12201.544563378704
PRIVADO,28050239,MI PRIMER COLE,008,EIPR,ESCUELA INFANTIL PRIVADA,"MI PRIMER COLE, S.L.",direccion@miprimercole.es,"",913881215,639244614,"","","",5,Madrid-Capital,28043,447015,4479274,182,de Silvano,CALLE,16,Hortaleza,079,Madrid,439602.9362934363,4476838.754826255,7801.865638833243
PRIVADO CONCERTADO,28050252,NUESTRA SEÑORA DEL ROSARIO,008,EIPR,ESCUELA INFANTIL PRIVADA,MISIONERAS DE MARIA MEDIADORA UNIVERSAL,cc.nsdelrosario.madrid@educa.madrid.org,917962818,917962818,"","","","",5,Madrid-Capital,28021,439819,4466898,20,de Puebla de Sanabria,CALLE,17,Villaverde,079,Madrid,440264.7489361702,4474293.580851064,7409.001838218312
PRIVADO,28050264,CASCABEL,008,EIPR,ESCUELA INFANTIL PRIVADA,IGNACIO Y ALVARO RUIZ-ANDINO ILLERA,eicascabel@hotmail.com,"",913830309,"","","","",5,Madrid-Capital,28033,443302,4481336,35,del Condado de Treviño,CALLE,15,Ciudad Lineal,079,Madrid,439602.9362934363,4476838.754826255,5823.082212882487
PRIVADO,28050306,CHULIN,008,EIPR,ESCUELA INFANTIL PRIVADA,ELENA LANILLOS MATESANZ,e.i.chu-lin@hotmail.com,"",916733336,660379545,"","","",3,Madrid-Este,28830,455045,4475155,16,de Nazario Calonge,CALLE,"","",130,San Fernando de Henares,439602.9362934363,4476838.754826255,15533.588182789903
PRIVADO,28050318,EL JARDIN ENCANTADO,008,EIPR,ESCUELA INFANTIL PRIVADA,MARIA SANCHO CASTILLO,ei.eljardinencantado@hotmail.com,"",918190908,652856779,"","",http://www.jardinencantado.es,4,Madrid-Oeste,28400,414525,4497703,3,Marcelo Martín Bravo,CALLE,"","",047,Collado Villalba,439602.9362934363,4476838.754826255,32622.37905806049
PRIVADO,28050321,SANTA ISABEL,008,EIPR,ESCUELA INFANTIL PRIVADA,"OPUS CHRISTI, ASOCIACION CULTURAL",ceisantaisabel@gmail.com,"",916637020,"","","","",1,Madrid-Norte,28100,446193,4488255,31,del Fuego,CALLE,"","",006,Alcobendas,439602.9362934363,4476838.754826255,13181.790224534041
PÚBLICO,28050343,JAIME VERA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.jaimevera.madrid@educa.madrid.org,915709453,915723019,915723026,"","",http://www.educa.madrid.org/cp.jaimevera.madrid,5,Madrid-Capital,28020,440398,4478230,162,de Bravo Murillo,CALLE,06,Tetuán,079,Madrid,440157.3842874543,4474481.943970768,3755.7715478164882
PÚBLICO,28050355,LOS ALMENDROS,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.losalmendros.madrid@educa.madrid.org,917726814,917510982,"","","",http://www.educa.madrid.org/cp.losalmendros.madrid,5,Madrid-Capital,28032,446901,4471938,45,de Ladera de los Almendros,CALLE,19,Vicálvaro,079,Madrid,440157.3842874543,4474481.943970768,7207.496361767999
PÚBLICO,28050367,CARMEN IGLESIAS,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.carmeniglesias.trescantos@educa.madrid.org,918034237,918034186,"","","",http://www.educa.madrid.org/cp.carmeniglesias.trescantos,1,Madrid-Norte,28760,440229,4494655,13,de los Labradores,AVDA,"","",903,Tres Cantos,440157.3842874543,4474481.943970768,20173.183149141976
PÚBLICO,28050379,PEÑAS ALBAS,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.penasalbas.villalbilla@educa.madrid.org,918792234,918792234,"","","",http://www.educa.madrid.org/cp.penasalbas.villalbilla,3,Madrid-Este,28819,469350,4477615,s/n,Portugal,CALLE,"","",172,Villalbilla,440157.3842874543,4474481.943970768,29360.25974378766
PÚBLICO,28050380,ESPARTALES,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.espartales.alcala@educa.madrid.org,918870815,918832651,639365550,"","",http://www.educa.madrid.org/cp.espartales.alcala,3,Madrid-Este,28806,468502,4484305,3,Rosalia de Castro,CALLE,"","",005,Alcalá de Henares,440157.3842874543,4474481.943970768,29998.4944563111
PÚBLICO,28050392,LA ZARZUELA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.lazarzuela.torrejondeardoz@educa.madrid.org,916762805,916778043,"","","",http://www.educa.madrid.org/cp.lazarzuela.torrejondeardoz,3,Madrid-Este,28850,461769,4479312,s/n,Almagro,CALLE,"","",148,Torrejón de Ardoz,440157.3842874543,4474481.943970768,22144.782115710113
PÚBLICO,28050409,CARLOS RUIZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.carlosruiz.rozasdepuertoreal@educa.madrid.org,918648634,918648634,"","","",http://www.educa.madrid.org/cp.carlosruiz.rozasdepuertoreal,2,Madrid-Sur,28649,373163,4463273,48,de Antonio Machado,CALLE,"","",128,Rozas de Puerto Real,440157.3842874543,4474481.943970768,67925.60600388426
PRIVADO,28050410,BAMBI,008,EIPR,ESCUELA INFANTIL PRIVADA,MARIA ISABEL PRIETO CAÑAS,isabelprieto19@hotmail.com,"",918510481,"","","","",4,Madrid-Oeste,28400,414711,4498561,10,Cercedilla,CALLE,"","",047,Collado Villalba,439602.9362934363,4476838.754826255,33037.31871421728
PÚBLICO,28050422,EUROPA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.europa.pinto@educa.madrid.org,916913924,916921300,"","","",http://www.educa.madrid.org/cp.europa.pinto,2,Madrid-Sur,28320,441056,4456048,1,Grecia,CALLE,"","",113,Pinto,440157.3842874543,4474481.943970768,18455.833780033885
PÚBLICO,28050434,CLARA CAMPOAMOR,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.claracampoamor.sanmartindelavega@educa.madrid.org,918087155,918093069,"","","",http://www.educa.madrid.org/cp.claracampoamor.sanmartindelavega,3,Madrid-Este,28330,450414,4450713,11,de Valdemoro,CMNO,"","",132,San Martín de la Vega,440157.3842874543,4474481.943970768,25887.4653714947
PÚBLICO,28050446,LA ENCINA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.laencina.lasrozas@educa.madrid.org,916403996,916403725,"","","",http://www.educa.madrid.org/cp.laencina.lasrozas,4,Madrid-Oeste,28232,423401,4485739,3,Ramón y Cajal,CALLE,"","",127,"Rozas de Madrid, Las",440157.3842874543,4474481.943970768,20186.57288481923
PÚBLICO,28050458,FEDERICO GARCIA LORCA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.garcialorca.boadilla@educa.madrid.org,916325525,916325525,"","","",http://www.educa.madrid.org/cp.garcialorca.boadilla,4,Madrid-Oeste,28660,423818,4473345,4,de Federico García Lorca,CALLE,"","",022,Boadilla del Monte,440157.3842874543,4474481.943970768,16378.892529282124
PRIVADO,28050483,DENENES,008,EIPR,ESCUELA INFANTIL PRIVADA,"DENENES, SOCIEDAD COOPERATIVA MADRILEÑA",ESTELACHAVESP@HOTMAIL.COM,"",914072609,635449949,"","","",5,Madrid-Capital,28027,445094,4476387,13,de la Virgen de Lluc,CALLE,15,Ciudad Lineal,079,Madrid,439602.9362934363,4476838.754826255,5509.6155085982355
PRIVADO,28050495,PARQUE BABY ALCALA,004,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,"DON PITUFO, S.L.",babyalcala@babyalcalaescuelainfantil.com,"",910732866,667462974,"","","",3,Madrid-Este,28805,469566,4481643,23,de la Encomienda,CALLE,"","",005,Alcalá de Henares,439602.9362934363,4476838.754826255,30345.773319740052
PÚBLICO,28050525,GABRIELA MISTRAL,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.gabrielamistral.arroyomolinos@educa.madrid.org,916897713,916899054,"","","",http://www.educa.madrid.org/ies.gabrielamistral.arroyomolinos,2,Madrid-Sur,28939,422105,4457468,104,Miguel de Cervantes,CALLE,"","",015,Arroyomolinos,440157.3842874543,4474481.943970768,24806.50857945052
PÚBLICO,28050537,ALFONSO MORENO,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.alfonsomoreno.brunete@educa.madrid.org,918158399,918158371,636952915,"","",http://www.educa.madrid.org/ies.alfonsomoreno.brunete,2,Madrid-Sur,28690,414990,4474113,3,Estudiantes,CALLE,"","",026,Brunete,440157.3842874543,4474481.943970768,25170.088429045452
PÚBLICO,28050549,GABRIEL CISNEROS,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.gabrielcisneros.mostoles@educa.madrid.org,916478110,916478849,629913085,"","",http://www.educa.madrid.org/ies.gabrielcisneros.mostoles,2,Madrid-Sur,28935,421615,4463229,20,de las Arizónicas,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,21689.83086777929
PÚBLICO,28050550,SEVILLA LA NUEVA,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.sevillalanueva.sevilla@educa.madrid.org,918124067,918124066,"","","",http://www.educa.madrid.org/ies.sevillalanueva.sevilla,2,Madrid-Sur,28609,412436,4466716,5,Ruiseñor,CALLE,"","",141,Sevilla la Nueva,440157.3842874543,4474481.943970768,28788.626792013245
PÚBLICO,28050562,SAPERE AUDE,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.villanuevadelpardillo@educa.madrid.org,918151764,918151519,918152718,"","",http://www.educa.madrid.org/ies.villanuevadelpardillo,4,Madrid-Oeste,28229,418455,4482689,4,de los Estudiantes,AVDA,"","",177,Villanueva del Pardillo,440157.3842874543,4474481.943970768,23202.354458703117
PRIVADO,28050598,ALCE,008,EIPR,ESCUELA INFANTIL PRIVADA,"EDUCACIONALCE, S.L.","","","","","","","",5,Madrid-Capital,28017,444734,4474785,38,del Poeta Blas de Otero,CALLE,15,Ciudad Lineal,079,Madrid,439602.9362934363,4476838.754826255,5526.818582799854
PÚBLICO,28050628,LUNA LUNERA,003,EEI,ESCUELA INFANTIL,AYUNTAMIENTO,eei.lunalunera.rivas@educa.madrid.org,916669783,916669782,"","","",http://www.educa.madrid.org/eei.lunalunera.rivas,3,Madrid-Este,28523,454411,4469270,1,de San Sebastián,CALLE,"","",123,Rivas-Vaciamadrid,440157.3842874543,4474481.943970768,15176.62415807126
PÚBLICO,28050631,EL BERRUECO,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.elberrueco@educa.madrid.org,918694094,918686048,"","","",http://www.educa.madrid.org/cn.elberrueco,1,Madrid-Norte,28192,452711,4526488,26,Real,CALLE,"","",021,"Berrueco, El",440157.3842874543,4474481.943970768,53499.74888888653
PÚBLICO,28050653,LOS HUERTOS,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.orusco@educa.madrid.org,918724046,918724800,"","","",http://www.educa.madrid.org/cn.orusco,3,Madrid-Este,28570,482223,4459231,26,José Cañaveras,CALLE,"","",102,Orusco de Tajuña,440157.3842874543,4474481.943970768,44744.91387046208
PÚBLICO,28050665,EL DRAGON,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.eldragon.rivas@educa.madrid.org,916704207,916704207,"","","",http://www.educa.madrid.org/cn.eldragon.rivas,3,Madrid-Este,28521,456002,4464301,4,del Alcalde Francisco Santero,CALLE,"","",123,Rivas-Vaciamadrid,440157.3842874543,4474481.943970768,18833.572874368867
PÚBLICO,28050677,ALALPARDO,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.valdeolmos@educa.madrid.org,916202616,916202616,"","","",http://www.educa.madrid.org/cn.valdeolmos,1,Madrid-Norte,28130,460064,4497348,25,de Alcalá (Alalpardo),CALLE,"","",162,Valdeolmos-Alalpardo,440157.3842874543,4474481.943970768,30317.154672873876
PÚBLICO,28050689,FRESNEDILLAS DE LA OLIVA,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.fresnedillas@educa.madrid.org,918998590,918989200,"","","",http://www.educa.madrid.org/cn.fresnedillas,4,Madrid-Oeste,28214,400871,4482340,14,del Caño,CALLE,"","",056,Fresnedillas de la Oliva,440157.3842874543,4474481.943970768,40064.56083548264
PRIVADO,28050719,EDOA,008,EIPR,ESCUELA INFANTIL PRIVADA,"ESCUELA INFANTIL EDOA, S.L.",info@escuelainfantiledoa.es,"",916474245,666521490,"","",www.escuelainfantiledoa.es,2,Madrid-Sur,28935,425807,4463143,6,del Río Sella,CALLE,"","",092,Móstoles,439602.9362934363,4476838.754826255,19439.690287487687
PÚBLICO,28050720,MIGUEL DE CERVANTES,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.cervantes.mostoles@educa.madrid.org,916466098,916452469,"","","",http://www.educa.madrid.org/ies.cervantes.mostoles,2,Madrid-Sur,28938,425373,4462407,58,de Arroyomolinos,PASEO,"","",092,Móstoles,440157.3842874543,4474481.943970768,19088.800136632653
PÚBLICO,28050732,PROFESOR JULIO PEREZ,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.profesorjulioperez.rivas@educa.madrid.org,916704113,916704112,"","","",http://www.educa.madrid.org/ies.profesorjulioperez.rivas,3,Madrid-Este,28521,456338,4464745,141,de Levante,AVDA,"","",123,Rivas-Vaciamadrid,440157.3842874543,4474481.943970768,18884.395746937516
PÚBLICO,28056023,CID CAMPEADOR,034,UFIL,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,COMUNIDAD DE MADRID,ufil.cidcampeador.madrid@educa.madrid.org,915092320,915092320,"","","",http://www.educa.madrid.org/ufil.cidcampeador.madrid,5,Madrid-Capital,28044,434585,4470426,12,de Anselmo Lorenzo,CALLE,10,Latina,079,Madrid,440157.3842874543,4474481.943970768,6892.180216816383
PÚBLICO,28056035,TIERRUCA,034,UFIL,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,COMUNIDAD DE MADRID,ufil.tierruca.madrid@educa.madrid.org,913030491,913030491,"","","",http://www.educa.madrid.org/ufil.tierruca.madrid,5,Madrid-Capital,28018,444875,4470672,13,de la Tierruca,CALLE,13,Puente de Vallecas,079,Madrid,440157.3842874543,4474481.943970768,6063.956717494593
PÚBLICO,28056047,VIRGEN DE AFRICA,034,UFIL,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,COMUNIDAD DE MADRID,ufil.virgendeafrica.madrid@educa.madrid.org,913698546,912760413,"","","",http://www.educa.madrid.org/ufil.virgendeafrica.madrid,5,Madrid-Capital,28041,440637,4468776,3,de Salvador Martínez,CALLE,12,Usera,079,Madrid,440157.3842874543,4474481.943970768,5726.0656501005915
PÚBLICO,28056059,SIERRA PALOMERAS,034,UFIL,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,COMUNIDAD DE MADRID,ufil.sierrapalomeras.madrid@educa.madrid.org,913805996,913030605,"","","",http://www.educa.madrid.org/ufil.sierrapalomeras.madrid,5,Madrid-Capital,28030,445255,4472322,52,de la Encomienda de Palacios,CALLE,14,Moratalaz,079,Madrid,440157.3842874543,4474481.943970768,5536.3384930519605
PÚBLICO,28056060,PRIMERO DE MAYO,034,UFIL,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,COMUNIDAD DE MADRID,ufil.primerodemayo.leganes@educa.madrid.org,916873365,912489401,916873365,"","",http://www.educa.madrid.org/ufil.primerodemayo.leganes,2,Madrid-Sur,28914,435091,4465838,1,Química,CALLE,"","",074,Leganés,440157.3842874543,4474481.943970768,10019.282265608477
PÚBLICO,28056072,PABLO NERUDA,034,UFIL,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,COMUNIDAD DE MADRID,ufil.neruda.mostoles@educa.madrid.org,916462961,916462961,"","","",http://www.educa.madrid.org/ufil.neruda.mostoles,2,Madrid-Sur,28936,427721,4463480,25,de Carlos V,AVDA,"","",092,Móstoles,440157.3842874543,4474481.943970768,16604.409814297942
PÚBLICO,28056084,SAN RAMON,034,UFIL,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,COMUNIDAD DE MADRID,ufil.sanramon.parla@educa.madrid.org,916993796,916993796,"","","",http://www.educa.madrid.org/ufil.sanramon.parla,2,Madrid-Sur,28982,435296,4454621,76,Pinto,CALLE,"","",106,Parla,440157.3842874543,4474481.943970768,20447.252935303673
PÚBLICO,28056096,EL EMPECINADO,034,UFIL,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,COMUNIDAD DE MADRID,ufil.elempecinado.alcala@educa.madrid.org,918788221,918788221,"","","",http://www.educa.madrid.org/ufil.elempecinado.alcala,3,Madrid-Este,28802,467839,4480671,31,Núñez de Guzmán,CALLE,"","",005,Alcalá de Henares,440157.3842874543,4474481.943970768,28365.053551686316
PÚBLICO,28056102,CONSERVATORIO PROFESIONAL DE MUSICA DE GETAFE,131,CPROF MUS,CONSERVATORIO PROFESIONAL DE MÚSICA,COMUNIDAD DE MADRID,cpm.getafe@educa.madrid.org,916839906,916017113,"","","",http://www.educa.madrid.org/cpm.getafe,2,Madrid-Sur,28905,436764,4460833,1,de las Arcas del Agua,AVDA,"","",065,Getafe,440157.3842874543,4474481.943970768,14064.449098329444
PÚBLICO,28056114,PUERTA BONITA,034,UFIL,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,COMUNIDAD DE MADRID,ufil.puertabonita.madrid@educa.madrid.org,914285751,915251402,"","","",http://www.educa.madrid.org/ufil.puertabonita.madrid,5,Madrid-Capital,28025,437217,4470150,5,del Padre Amigo,CALLE,11,Carabanchel,079,Madrid,440157.3842874543,4474481.943970768,5235.608687037209
PÚBLICO,28056126,PEDRO ANTONIO DE ALARCÓN,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.alarcon.valdemoro@educa.madrid.org,918019028,918094732,"","","",http://www.educa.madrid.org/cp.alarcon.valdemoro,2,Madrid-Sur,28341,442128,4448536,5,Artemisa,CALLE,"","",161,Valdemoro,440157.3842874543,4474481.943970768,26020.671298426427
PÚBLICO,28056138,EL PERALEJO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.elperalejo.alpedrete@educa.madrid.org,918570339,918570367,"","","",http://www.educa.madrid.org/cp.elperalejo.alpedrete,4,Madrid-Oeste,28430,413571,4501248,28,de Santa Quiteria,CALLE,"","",010,Alpedrete,440157.3842874543,4474481.943970768,37726.08626454904
PRIVADO,28056141,C.RECURSOS COM.SORDA JUAN LUIS MARROQUIN,058,CPR FPE,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,FUNDACIONCNSE PARA LA SUPRES.DE LAS BARRERAS DE COMUNICACION,cc.csjuanluismarroquin.madrid@educa.madrid.org,913768564,913768560,"","","",http://www.educa.madrid.org/cc.csjuanluismarroquin.madrid,5,Madrid-Capital,28035,438227,4481029,28,de las Islas Aleutianas,CALLE,08,Fuencarral-El Pardo,079,Madrid,439602.9362934363,4476838.754826255,4410.369066153899
PÚBLICO,28056151,"NORTE-1, COLMENAR VIEJO",005,ZNAS.CN.,ZONA CASAS DE NIÑOS,COMUNIDAD DE MADRID,zcn.colmenarviejo@educa.madrid.org,918457014,918457671,"","","",http://www.educa.madrid.org/zcn.colmenarviejo,1,Madrid-Norte,28770,434100,4501353,18,de Gustavo Adolfo Bécquer,CALLE,"","",045,Colmenar Viejo,440157.3842874543,4474481.943970768,27545.336384441478
PÚBLICO,28056175,"NORTE-3, BUITRAGO DE LOZOYA",005,ZNAS.CN.,ZONA CASAS DE NIÑOS,COMUNIDAD DE MADRID,zcn.buitrago@educa.madrid.org,"",918694094,"","","",http://www.educa.madrid.org/zcn.buitrago,1,Madrid-Norte,28730,446623,4538444,6,de San Salvador,CALLE,"","",027,Buitrago del Lozoya,440157.3842874543,4474481.943970768,64288.01441971092
PÚBLICO,28056187,"NORTE-4, VENTURADA",005,ZNAS.CN.,ZONA CASAS DE NIÑOS,COMUNIDAD DE MADRID,zcn.venturada@educa.madrid.org,"",918439531,"","","",http://www.educa.madrid.org/zcn.venturada,1,Madrid-Norte,28729,447617,4516501,s/n,de los Álamos,CALLE,"","",169,Venturada,440157.3842874543,4474481.943970768,42676.06983036998
PÚBLICO,28056205,"NORTE-6, TORREMOCHA DE JARAMA",005,ZNAS.CN.,ZONA CASAS DE NIÑOS,COMUNIDAD DE MADRID,zcn.torremocha@educa.madrid.org,"",918430904,"","","",http://www.educa.madrid.org/zcn.torremocha,1,Madrid-Norte,28189,458214,4520459,20,del Río Jarama,CALLE,"","",153,Torremocha de Jarama,440157.3842874543,4474481.943970768,49395.65823132344
PÚBLICO,28056217,"NORTE-7, LOZOYUELA",005,ZNAS.CN.,ZONA CASAS DE NIÑOS,COMUNIDAD DE MADRID,zcn.lozoyuela@educa.madrid.org,"",918694094,"","","",http://www.educa.madrid.org/zcn.lozoyuela,1,Madrid-Norte,28752,448221,4530774,2,Viejo de Torrelaguna,CMNO,"","",901,Lozoyuela-Navas-Sieteiglesias,440157.3842874543,4474481.943970768,56866.663963677645
